S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
14158,03/04/2020,Tamil Nadu,309,302,6,1
14159,04/04/2020,Tamil Nadu,411,404,6,1
14160,05/04/2020,Tamil Nadu,485,476,6,3
14161,06/04/2020,Tamil Nadu,571,558,8,5
14162,07/04/2020,Tamil Nadu,621,608,8,5
14163,08/04/2020,Tamil Nadu,690,664,19,7
14164,09/04/2020,Tamil Nadu,738,709,21,8
14165,10/04/2020,Tamil Nadu,834,805,21,8
14166,11/04/2020,Tamil Nadu,911,859,44,8
14167,12/04/2020,Tamil Nadu,969,915,44,10
14168,13/04/2020,Tamil Nadu,1075,1014,50,11
14169,14/04/2020,Tamil Nadu,1173,1104,58,11
14170,15/04/2020,Tamil Nadu,1204,1111,81,12
14171,16/04/2020,Tamil Nadu,1242,1110,118,14
14172,17/04/2020,Tamil Nadu,1267,1072,180,15
14173,18/04/2020,Tamil Nadu,1323,1025,283,15
14174,19/04/2020,Tamil Nadu,1372,992,365,15
14175,20/04/2020,Tamil Nadu,1477,1051,411,15
14176,21/04/2020,Tamil Nadu,1520,1046,457,17
14177,22/04/2020,Tamil Nadu,1596,943,635,18
14178,23/04/2020,Tamil Nadu,1629,949,662,18
14179,24/04/2020,Tamil Nadu,1683,911,752,20
14180,25/04/2020,Tamil Nadu,1755,867,866,22
14181,26/04/2020,Tamil Nadu,1821,838,960,23
14182,27/04/2020,Tamil Nadu,1885,841,1020,24
14183,28/04/2020,Tamil Nadu,1937,812,1101,24
14184,29/04/2020,Tamil Nadu,2058,865,1168,25
14185,30/04/2020,Tamil Nadu,2162,925,1210,27
14186,01/05/2020,Tamil Nadu,2323,1038,1258,27
14187,02/05/2020,Tamil Nadu,2526,1186,1312,28
14188,03/05/2020,Tamil Nadu,2757,1387,1341,29
14189,04/05/2020,Tamil Nadu,3023,1614,1379,30
14190,05/05/2020,Tamil Nadu,3550,2110,1409,31
14191,06/05/2020,Tamil Nadu,4058,2540,1485,33
14192,07/05/2020,Tamil Nadu,4829,3278,1516,35
14193,08/05/2020,Tamil Nadu,5409,3825,1547,37
14194,09/05/2020,Tamil Nadu,6009,4364,1605,40
14195,10/05/2020,Tamil Nadu,6535,4667,1824,44
14196,11/05/2020,Tamil Nadu,7204,5198,1959,47
14197,12/05/2020,Tamil Nadu,8002,5898,2051,53
14198,13/05/2020,Tamil Nadu,8718,6523,2134,61
14199,14/05/2020,Tamil Nadu,9227,6987,2176,64
14200,15/05/2020,Tamil Nadu,9674,7368,2240,66
14201,16/05/2020,Tamil Nadu,10108,7438,2599,71
14202,17/05/2020,Tamil Nadu,10585,6973,3538,74
14203,18/05/2020,Tamil Nadu,11224,6974,4172,78
14204,19/05/2020,Tamil Nadu,11760,7273,4406,81
14205,20/05/2020,Tamil Nadu,12448,7469,4895,84
14206,21/05/2020,Tamil Nadu,13191,7222,5882,87
14207,22/05/2020,Tamil Nadu,13967,7591,6282,94
14208,23/05/2020,Tamil Nadu,14753,7527,7128,98
14209,24/05/2020,Tamil Nadu,15512,7918,7491,103
14210,25/05/2020,Tamil Nadu,16277,7842,8324,111
14211,26/05/2020,Tamil Nadu,17082,8233,8731,118
14212,27/05/2020,Tamil Nadu,17728,8259,9342,127
14213,28/05/2020,Tamil Nadu,18545,8503,9909,133
14214,29/05/2020,Tamil Nadu,19372,8679,10548,145
14215,30/05/2020,Tamil Nadu,20246,8779,11313,154
14216,31/05/2020,Tamil Nadu,21184,9024,12000,160
14217,01/06/2020,Tamil Nadu,22333,9403,12757,173
14218,02/06/2020,Tamil Nadu,23495,10141,13170,184
14219,03/06/2020,Tamil Nadu,24586,10683,13706,197
14220,04/06/2020,Tamil Nadu,25872,11348,14316,208
14221,05/06/2020,Tamil Nadu,27256,12134,14902,220
14222,06/06/2020,Tamil Nadu,28694,12700,15762,232
14223,07/06/2020,Tamil Nadu,30152,13506,16395,251
14224,08/06/2020,Tamil Nadu,31667,14399,16999,269
14225,09/06/2020,Tamil Nadu,33229,15416,17527,286
14226,10/06/2020,Tamil Nadu,34914,16282,18325,307
14227,11/06/2020,Tamil Nadu,36841,17182,19333,326
14228,12/06/2020,Tamil Nadu,38716,17662,20705,349
14229,13/06/2020,Tamil Nadu,40698,18284,22047,367
14230,14/06/2020,Tamil Nadu,42687,18881,23409,397
14231,15/06/2020,Tamil Nadu,44661,19679,24547,435
14232,16/06/2020,Tamil Nadu,46504,20681,25344,479
14233,17/06/2020,Tamil Nadu,48019,20709,26782,528
14234,18/06/2020,Tamil Nadu,50193,21993,27624,576
14235,19/06/2020,Tamil Nadu,52334,23068,28641,625
14236,20/06/2020,Tamil Nadu,54449,23512,30271,666
14237,21/06/2020,Tamil Nadu,56845,24825,31316,704
14238,22/06/2020,Tamil Nadu,59377,25866,32754,757
14239,23/06/2020,Tamil Nadu,62087,27181,34112,794
14240,24/06/2020,Tamil Nadu,64603,28431,35339,833
14241,25/06/2020,Tamil Nadu,67468,28839,37763,866
14242,26/06/2020,Tamil Nadu,70977,30067,39999,911
14243,27/06/2020,Tamil Nadu,74622,32308,41357,957
14244,28/06/2020,Tamil Nadu,78335,33216,44094,1025
14245,29/06/2020,Tamil Nadu,82275,35659,45537,1079
14246,30/06/2020,Tamil Nadu,86224,37334,47749,1141
14247,01/07/2020,Tamil Nadu,90167,38892,50074,1201
14248,02/07/2020,Tamil Nadu,94049,39859,52926,1264
14249,03/07/2020,Tamil Nadu,98392,41050,56021,1321
14250,04/07/2020,Tamil Nadu,102721,42958,58378,1385
14251,05/07/2020,Tamil Nadu,107001,44959,60592,1450
14252,06/07/2020,Tamil Nadu,111151,46863,62778,1510
14253,07/07/2020,Tamil Nadu,114978,46836,66571,1571
14254,08/07/2020,Tamil Nadu,118594,45842,71116,1636
14255,09/07/2020,Tamil Nadu,122350,46483,74167,1700
14256,10/07/2020,Tamil Nadu,126581,46655,78161,1765
14257,11/07/2020,Tamil Nadu,130261,46108,82324,1829
14258,12/07/2020,Tamil Nadu,134226,46413,85915,1898
14259,13/07/2020,Tamil Nadu,138470,46972,89532,1966
14260,14/07/2020,Tamil Nadu,142798,48199,92567,2032
14261,15/07/2020,Tamil Nadu,147324,47915,97310,2099
14262,16/07/2020,Tamil Nadu,151820,47343,102310,2167
14263,17/07/2020,Tamil Nadu,156369,46717,107416,2236
14264,18/07/2020,Tamil Nadu,160907,47785,110807,2315
14265,19/07/2020,Tamil Nadu,165714,49455,113856,2403
14266,20/07/2020,Tamil Nadu,170693,50297,117915,2481
14267,21/07/2020,Tamil Nadu,175678,51351,121776,2551
14268,22/07/2020,Tamil Nadu,180643,51347,126670,2626
14269,23/07/2020,Tamil Nadu,186492,51765,131583,3144
14270,24/07/2020,Tamil Nadu,192964,52939,136793,3232
14271,25/07/2020,Tamil Nadu,199749,53132,143297,3320
14272,26/07/2020,Tamil Nadu,206737,52273,151055,3409
14273,27/07/2020,Tamil Nadu,213723,53703,156526,3494
14274,28/07/2020,Tamil Nadu,220716,54896,162249,3571
14275,29/07/2020,Tamil Nadu,227688,57073,166956,3659
14276,30/07/2020,Tamil Nadu,234114,57490,172883,3741
14277,31/07/2020,Tamil Nadu,239978,57962,178178,3838
14278,01/08/2020,Tamil Nadu,245859,57968,183956,3935
14279,02/08/2020,Tamil Nadu,251738,56738,190966,4034
14280,03/08/2020,Tamil Nadu,257613,56998,196483,4132
14281,04/08/2020,Tamil Nadu,263222,56698,202283,4241
14282,05/08/2020,Tamil Nadu,268285,55152,208784,4349
14283,06/08/2020,Tamil Nadu,273460,54184,214815,4461
14284,07/08/2020,Tamil Nadu,279144,53486,221087,4571
14285,08/08/2020,Tamil Nadu,285024,52759,227575,4690
14286,09/08/2020,Tamil Nadu,290907,53481,232618,4808
14287,10/08/2020,Tamil Nadu,296901,53336,238638,4927
14288,11/08/2020,Tamil Nadu,302815,53099,244675,5041
14289,12/08/2020,Tamil Nadu,308649,52810,250680,5159
14290,13/08/2020,Tamil Nadu,314520,52929,256313,5278
14291,14/08/2020,Tamil Nadu,320355,53499,261459,5397
14292,15/08/2020,Tamil Nadu,326245,53716,267015,5514
14293,16/08/2020,Tamil Nadu,332105,54213,272251,5641
14294,17/08/2020,Tamil Nadu,338055,54019,278270,5766
14295,18/08/2020,Tamil Nadu,343945,54122,283937,5886
14296,19/08/2020,Tamil Nadu,349654,53860,289787,6007
14297,20/08/2020,Tamil Nadu,355449,53155,296171,6123
14298,21/08/2020,Tamil Nadu,361435,53283,301913,6239
14299,22/08/2020,Tamil Nadu,367430,53413,307677,6340
14300,23/08/2020,Tamil Nadu,373410,53710,313280,6420
14301,24/08/2020,Tamil Nadu,379385,53541,319327,6517
14302,25/08/2020,Tamil Nadu,385352,53282,325456,6614
14303,26/08/2020,Tamil Nadu,391303,52128,332454,6721
14304,27/08/2020,Tamil Nadu,397261,52362,338060,6839
14305,28/08/2020,Tamil Nadu,403242,52364,343930,6948
14306,29/08/2020,Tamil Nadu,409238,52506,349682,7050
14307,30/08/2020,Tamil Nadu,415590,52726,355727,7137
14308,31/08/2020,Tamil Nadu,422085,52721,362133,7231
14309,01/09/2020,Tamil Nadu,428041,52578,368141,7322
14310,02/09/2020,Tamil Nadu,433969,52379,374172,7418
14311,03/09/2020,Tamil Nadu,439959,52380,380063,7516
14312,04/09/2020,Tamil Nadu,445851,52070,386173,7608
14313,05/09/2020,Tamil Nadu,451827,51633,392507,7687
14314,06/09/2020,Tamil Nadu,457697,51583,398366,7748
14315,07/09/2020,Tamil Nadu,463480,51458,404186,7836
14316,08/09/2020,Tamil Nadu,469256,51215,410116,7925
14317,09/09/2020,Tamil Nadu,474940,50213,416715,8012
14318,10/09/2020,Tamil Nadu,480524,49203,423231,8090
14319,11/09/2020,Tamil Nadu,486052,48482,429416,8154
14320,12/09/2020,Tamil Nadu,491571,47918,435422,8231
14321,13/09/2020,Tamil Nadu,497066,47110,441649,8307
14322,14/09/2020,Tamil Nadu,502759,47012,447366,8381
14323,15/09/2020,Tamil Nadu,508511,46912,453165,8434
14324,16/09/2020,Tamil Nadu,514208,46806,458900,8502
14325,17/09/2020,Tamil Nadu,519860,46633,464668,8559
14326,18/09/2020,Tamil Nadu,525420,46610,470192,8618
14327,19/09/2020,Tamil Nadu,530908,46506,475717,8685
14328,20/09/2020,Tamil Nadu,536477,46453,481273,8751
14329,21/09/2020,Tamil Nadu,541993,46703,486479,8811
14330,22/09/2020,Tamil Nadu,547337,46495,491971,8871
14331,23/09/2020,Tamil Nadu,552674,46350,497377,8947
14332,24/09/2020,Tamil Nadu,557999,46249,502740,9010
14333,25/09/2020,Tamil Nadu,563691,46405,508210,9076
14334,26/09/2020,Tamil Nadu,569370,46386,513836,9148
14335,27/09/2020,Tamil Nadu,575017,46336,519448,9233
14336,28/09/2020,Tamil Nadu,580808,46341,525154,9313
14337,29/09/2020,Tamil Nadu,586397,46306,530708,9383
14338,30/09/2020,Tamil Nadu,591943,46281,536209,9453
14339,01/10/2020,Tamil Nadu,597602,46263,541819,9520
14340,02/10/2020,Tamil Nadu,603290,46369,547335,9586
14341,03/10/2020,Tamil Nadu,608885,46294,552938,9653
14342,04/10/2020,Tamil Nadu,614507,46255,558534,9718
14343,05/10/2020,Tamil Nadu,619996,46120,564092,9784
14344,06/10/2020,Tamil Nadu,625391,45881,569664,9846
14345,07/10/2020,Tamil Nadu,630408,45279,575212,9917
14346,08/10/2020,Tamil Nadu,635855,45135,580736,9984
14347,09/10/2020,Tamil Nadu,640943,44437,586454,10052
14348,10/10/2020,Tamil Nadu,646128,44197,591811,10120
14349,11/10/2020,Tamil Nadu,651370,44150,597033,10187
14350,12/10/2020,Tamil Nadu,656385,44095,602038,10252
14351,13/10/2020,Tamil Nadu,661264,43747,607203,10314
14352,14/10/2020,Tamil Nadu,665930,43239,612320,10371
14353,15/10/2020,Tamil Nadu,670392,42566,617403,10423
14354,16/10/2020,Tamil Nadu,674802,41872,622458,10472
14355,17/10/2020,Tamil Nadu,679191,40959,627703,10529
14356,18/10/2020,Tamil Nadu,683486,40192,632708,10586
14357,19/10/2020,Tamil Nadu,687400,39121,637637,10642
14358,20/10/2020,Tamil Nadu,690936,38093,642152,10691
14359,21/10/2020,Tamil Nadu,694030,36734,646555,10741
14360,22/10/2020,Tamil Nadu,697116,35480,650856,10780
14361,23/10/2020,Tamil Nadu,700193,34198,655170,10825
14362,24/10/2020,Tamil Nadu,703250,32960,659432,10858
14363,25/10/2020,Tamil Nadu,706136,31787,663456,10893
14364,26/10/2020,Tamil Nadu,709005,30606,667475,10924
14365,27/10/2020,Tamil Nadu,711713,29268,671489,10956
14366,28/10/2020,Tamil Nadu,714235,27734,675518,10983
14367,29/10/2020,Tamil Nadu,716751,26356,679377,11018
14368,30/10/2020,Tamil Nadu,719403,24886,683464,11053
14369,31/10/2020,Tamil Nadu,722011,23532,687388,11091
14370,01/11/2020,Tamil Nadu,724522,22164,691236,11122
14371,02/11/2020,Tamil Nadu,727026,20994,694880,11152
14372,03/11/2020,Tamil Nadu,729507,19504,698820,11183
14373,04/11/2020,Tamil Nadu,731942,19201,701527,11214
14374,05/11/2020,Tamil Nadu,734429,19154,704031,11244
14375,06/11/2020,Tamil Nadu,736777,19061,706444,11272
14376,07/11/2020,Tamil Nadu,739147,19002,708846,11299
14377,08/11/2020,Tamil Nadu,741488,18966,711198,11324
14378,09/11/2020,Tamil Nadu,743822,18894,713584,11344
14379,10/11/2020,Tamil Nadu,746079,18825,715892,11362
14380,11/11/2020,Tamil Nadu,748225,18709,718129,11387
14381,12/11/2020,Tamil Nadu,750409,18655,720339,11415
14382,13/11/2020,Tamil Nadu,752521,18395,722686,11440
14383,14/11/2020,Tamil Nadu,754460,17748,725258,11454
14384,15/11/2020,Tamil Nadu,756372,17154,727752,11466
14385,16/11/2020,Tamil Nadu,758191,16441,730272,11478
14386,17/11/2020,Tamil Nadu,759916,15765,732656,11495
14387,18/11/2020,Tamil Nadu,761568,15085,734970,11513
14388,19/11/2020,Tamil Nadu,763282,14470,737281,11531
14389,20/11/2020,Tamil Nadu,764989,13907,739532,11550
14390,21/11/2020,Tamil Nadu,766677,13404,741705,11568
14391,22/11/2020,Tamil Nadu,768340,12916,743838,11586
14392,23/11/2020,Tamil Nadu,769995,12542,745848,11605
14393,24/11/2020,Tamil Nadu,771619,12245,747752,11622
14394,25/11/2020,Tamil Nadu,773176,11875,749662,11639
14395,26/11/2020,Tamil Nadu,774710,11520,751535,11655
14396,27/11/2020,Tamil Nadu,776174,11173,753332,11669
14397,28/11/2020,Tamil Nadu,777616,11109,754826,11681
14398,29/11/2020,Tamil Nadu,779046,11073,756279,11694
14399,30/11/2020,Tamil Nadu,780505,11052,757750,11703
14400,01/12/2020,Tamil Nadu,781915,10997,759206,11712
14401,02/12/2020,Tamil Nadu,783319,10980,760617,11722
14402,03/12/2020,Tamil Nadu,784747,10999,762015,11733
14403,04/12/2020,Tamil Nadu,786163,10988,763428,11747
14404,05/12/2020,Tamil Nadu,787554,10938,764854,11762
14405,06/12/2020,Tamil Nadu,788920,10882,766261,11777
14406,07/12/2020,Tamil Nadu,790240,10688,767759,11793
14407,08/12/2020,Tamil Nadu,791552,10695,769048,11809
14408,09/12/2020,Tamil Nadu,792788,10588,770378,11822
14409,10/12/2020,Tamil Nadu,794020,10491,771693,11836
14410,11/12/2020,Tamil Nadu,795240,10392,772995,11853
14411,12/12/2020,Tamil Nadu,796475,10299,774306,11870
14412,13/12/2020,Tamil Nadu,797693,10208,775602,11883
14413,14/12/2020,Tamil Nadu,798888,10115,776878,11895
14414,15/12/2020,Tamil Nadu,800029,10039,778081,11909
14415,17/12/2020,Tamil Nadu,802342,9880,780531,11931
14416,18/12/2020,Tamil Nadu,803516,9829,781745,11942
14417,19/12/2020,Tamil Nadu,804650,9781,782915,11954
14418,20/12/2020,Tamil Nadu,805777,9692,784117,11968
14419,21/12/2020,Tamil Nadu,806891,9593,785315,11983
14420,22/12/2020,Tamil Nadu,807962,9495,786472,11995
14421,23/12/2020,Tamil Nadu,809014,9391,787611,12012
14422,24/12/2020,Tamil Nadu,810080,9314,788742,12024
14423,25/12/2020,Tamil Nadu,811115,9217,789862,12036
14424,26/12/2020,Tamil Nadu,812142,9129,790965,12048
14425,27/12/2020,Tamil Nadu,813161,9039,792063,12059
14426,28/12/2020,Tamil Nadu,814170,8947,793154,12069
14427,29/12/2020,Tamil Nadu,815175,8867,794228,12080
14428,30/12/2020,Tamil Nadu,816132,8747,795293,12092
14429,31/12/2020,Tamil Nadu,817077,8615,796353,12109
14430,03/01/2021,Tamil Nadu,819845,8272,799427,12146
14431,04/01/2021,Tamil Nadu,820712,8127,800429,12156
14432,05/01/2021,Tamil Nadu,821550,7970,801414,12166
14433,06/01/2021,Tamil Nadu,822370,7808,802385,12177
14434,07/01/2021,Tamil Nadu,823181,7665,803328,12188
14435,08/01/2021,Tamil Nadu,823986,7547,804239,12200
14436,09/01/2021,Tamil Nadu,824776,7432,805136,12208
14437,10/01/2021,Tamil Nadu,825537,7304,806018,12215
14438,11/01/2021,Tamil Nadu,826261,7164,806875,12222
14439,12/01/2021,Tamil Nadu,826943,6971,807744,12228
14440,13/01/2021,Tamil Nadu,827614,6807,808571,12236
14441,14/01/2021,Tamil Nadu,828287,6653,809392,12242
14442,15/01/2021,Tamil Nadu,828952,6488,810218,12246
14443,16/01/2021,Tamil Nadu,829573,6299,811023,12251
14444,17/01/2021,Tamil Nadu,830183,6128,811798,12257
14445,18/01/2021,Tamil Nadu,830772,5940,812568,12264
14446,19/01/2021,Tamil Nadu,831323,5725,813326,12272
14447,20/01/2021,Tamil Nadu,831866,5487,814098,12281
14448,21/01/2021,Tamil Nadu,832415,5314,814811,12290
14449,22/01/2021,Tamil Nadu,833011,5196,815516,12299
14450,23/01/2021,Tamil Nadu,833585,5073,816205,12307
14451,24/01/2021,Tamil Nadu,834171,4984,816878,12309
14452,25/01/2021,Tamil Nadu,834740,4904,817520,12316
14453,27/01/2021,Tamil Nadu,835803,4736,818742,12325
14454,28/01/2021,Tamil Nadu,836315,4676,819306,12333
14455,29/01/2021,Tamil Nadu,836818,4629,819850,12339
14456,30/01/2021,Tamil Nadu,837327,4601,820381,12345
14457,31/01/2021,Tamil Nadu,837832,4575,820907,12350
14458,01/02/2021,Tamil Nadu,838340,4554,821430,12356
14459,02/02/2021,Tamil Nadu,838842,4532,821947,12363
14460,03/02/2021,Tamil Nadu,839352,4517,822468,12367
14461,04/02/2021,Tamil Nadu,839866,4494,823001,12371
14462,05/02/2021,Tamil Nadu,840360,4467,823518,12375
14463,06/02/2021,Tamil Nadu,840849,4446,824024,12379
14464,07/02/2021,Tamil Nadu,841326,4417,824527,12382
14465,08/02/2021,Tamil Nadu,841797,4389,825025,12383
14466,09/02/2021,Tamil Nadu,842261,4354,825520,12387
14467,10/02/2021,Tamil Nadu,842730,4328,826011,12391
14468,11/02/2021,Tamil Nadu,843209,4309,826504,12396
14469,12/02/2021,Tamil Nadu,843690,4294,826994,12402
14470,13/02/2021,Tamil Nadu,844173,4285,827480,12408
14471,14/02/2021,Tamil Nadu,844650,4275,827962,12413
14472,15/02/2021,Tamil Nadu,845120,4260,828441,12419
14473,16/02/2021,Tamil Nadu,845575,4232,828918,12425
14474,17/02/2021,Tamil Nadu,846026,4206,829388,12432
14475,18/02/2021,Tamil Nadu,846480,4192,829850,12438
14476,19/02/2021,Tamil Nadu,846937,4173,830320,12444
14477,20/02/2021,Tamil Nadu,847385,4147,830787,12451
14478,21/02/2021,Tamil Nadu,847823,4120,831246,12457
14479,22/02/2021,Tamil Nadu,848275,4109,831706,12460
14480,23/02/2021,Tamil Nadu,848724,4091,832167,12466
14481,24/02/2021,Tamil Nadu,849166,4074,832620,12472
14482,25/02/2021,Tamil Nadu,849629,4062,833089,12478
14483,26/02/2021,Tamil Nadu,850096,4053,833560,12483
14484,27/02/2021,Tamil Nadu,850577,4046,834043,12488
14485,01/03/2021,Tamil Nadu,851542,4022,835024,12496
14486,02/03/2021,Tamil Nadu,852016,4009,835506,12501
14487,03/03/2021,Tamil Nadu,852478,3997,835979,12502
14488,04/03/2021,Tamil Nadu,852967,3990,836473,12504
14489,06/03/2021,Tamil Nadu,853992,3954,837525,12513
14490,07/03/2021,Tamil Nadu,854554,3952,838085,12517
14491,08/03/2021,Tamil Nadu,855121,3997,838606,12518
14492,09/03/2021,Tamil Nadu,855677,4018,839138,12521
14493,10/03/2021,Tamil Nadu,856246,4073,839648,12525
14494,11/03/2021,Tamil Nadu,856917,4207,840180,12530
14495,13/03/2021,Tamil Nadu,858272,4483,841250,12539
14496,14/03/2021,Tamil Nadu,858967,4662,841762,12543
14497,15/03/2021,Tamil Nadu,859726,4870,842309,12547
14498,16/03/2021,Tamil Nadu,860562,5149,842862,12551
14499,17/03/2021,Tamil Nadu,861429,5450,843423,12556
14500,18/03/2021,Tamil Nadu,862374,5811,843999,12564
14501,19/03/2021,Tamil Nadu,863363,6222,844568,12573
14502,20/03/2021,Tamil Nadu,864450,6690,845178,12582
14503,21/03/2021,Tamil Nadu,865693,7291,845812,12590
14504,22/03/2021,Tamil Nadu,866982,7903,846480,12599
14505,23/03/2021,Tamil Nadu,868367,8619,847139,12609
14506,24/03/2021,Tamil Nadu,869804,9145,848041,12618
14507,25/03/2021,Tamil Nadu,871440,9746,849064,12630
14508,27/03/2021,Tamil Nadu,875190,11318,851222,12650
14509,28/03/2021,Tamil Nadu,877279,12157,852463,12659
14510,29/03/2021,Tamil Nadu,879473,13070,853733,12670
14511,30/03/2021,Tamil Nadu,881752,13983,855085,12684
14512,31/03/2021,Tamil Nadu,884094,14846,856548,12700
14513,01/04/2021,Tamil Nadu,886673,15879,858075,12719
14514,02/04/2021,Tamil Nadu,889490,17043,859709,12738
14515,03/04/2021,Tamil Nadu,892780,18606,861424,12750
14516,04/04/2021,Tamil Nadu,896226,20204,863258,12764
14517,05/04/2021,Tamil Nadu,899807,21958,865071,12778
14518,06/04/2021,Tamil Nadu,903479,23777,866913,12789
14519,07/04/2021,Tamil Nadu,907124,25598,868722,12804
14520,08/04/2021,Tamil Nadu,911110,27743,870546,12821
14521,09/04/2021,Tamil Nadu,915386,30131,872415,12840
14522,10/04/2021,Tamil Nadu,920827,33659,874305,12863
14523,11/04/2021,Tamil Nadu,926816,37673,876257,12886
14524,12/04/2021,Tamil Nadu,933434,41955,878571,12908
14525,13/04/2021,Tamil Nadu,940145,46308,880910,12927
14526,14/04/2021,Tamil Nadu,947129,49985,884199,12945
14527,15/04/2021,Tamil Nadu,954948,54315,887663,12970
14528,16/04/2021,Tamil Nadu,962935,58097,891839,12999
14529,17/04/2021,Tamil Nadu,971384,61593,896759,13032
14530,18/04/2021,Tamil Nadu,980728,65635,902022,13071
14531,19/04/2021,Tamil Nadu,991451,70391,907947,13113
14532,20/04/2021,Tamil Nadu,1002392,75116,914119,13157
14533,21/04/2021,Tamil Nadu,1013378,79804,920369,13205
14534,22/04/2021,Tamil Nadu,1025059,84361,927440,13258
14535,23/04/2021,Tamil Nadu,1037711,89428,934966,13317
14536,24/04/2021,Tamil Nadu,1051487,95048,943044,13395
14537,25/04/2021,Tamil Nadu,1066329,100668,952186,13475
14538,26/04/2021,Tamil Nadu,1081988,105180,963251,13557
14539,27/04/2021,Tamil Nadu,1097672,107145,976876,13651
14540,28/04/2021,Tamil Nadu,1113502,108855,990919,13728
14541,29/04/2021,Tamil Nadu,1130167,110308,1006033,13826
14542,30/04/2021,Tamil Nadu,1148064,112556,1021575,13933
14543,01/05/2021,Tamil Nadu,1166756,115128,1037582,14046
14544,02/05/2021,Tamil Nadu,1186344,117405,1054746,14193
14545,03/05/2021,Tamil Nadu,1207112,120444,1072322,14346
14546,04/05/2021,Tamil Nadu,1228064,123258,1090338,14468
14547,05/05/2021,Tamil Nadu,1249292,125230,1109450,14612
14548,06/05/2021,Tamil Nadu,1272602,128311,1129512,14779
14549,07/05/2021,Tamil Nadu,1297500,131468,1151058,14974
14550,08/05/2021,Tamil Nadu,1323965,135355,1173439,15171
14551,09/05/2021,Tamil Nadu,1351362,139401,1196549,15412
14552,10/05/2021,Tamil Nadu,1380259,144547,1220064,15648
14553,11/05/2021,Tamil Nadu,1409237,152389,1240968,15880
14554,12/05/2021,Tamil Nadu,1438509,162181,1260150,16178
14555,13/05/2021,Tamil Nadu,1468864,172735,1279658,16471
14556,14/05/2021,Tamil Nadu,1468864,172735,1279658,16471
14557,15/05/2021,Tamil Nadu,1499485,183772,1298945,16768
14558,16/05/2021,Tamil Nadu,1565035,207789,1339887,17359
14559,17/05/2021,Tamil Nadu,1598216,219342,1361204,17670
